Israel,,,,,,,,,,,,,,37.4820,36.4912,34.7911,29.5405,29.8244,33.6656,32.8402,34.2803,35.9190,38.3523,39.8378,42.2438,40.7058,40.8493,40.4863,40.2466,41.0106,58.9965,63.5527,63.0916,61.2434,62.4533,63.7330,66.0572,64.8206,63.4797,63.3653,63.6440,65.9025,65.6846,62.9692,62.9680,63.4727,63.8010,63.7745,63.6026,63.5009,63.4331,63.4140,63.4090,63.4112,63.4197,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,0.0000,4.7427,5.3703,5.7748,6.0134,6.0218,6.7576,7.3300,8.2059,8.9238,9.0652,9.1923,9.6017,9.9836,10.3548,10.6744,11.2861,11.8046,12.3419,12.1908,12.8449,12.0554,12.4078,12.1513,12.1629,12.4365,12.5485,12.3072,12.1330,12.1850,12.2010,12.1467,12.0245,12.0004,11.0942,11.4901,12.0001,11.8710,11.9573,12.2780,12.6590,12.3276,13.1120,13.0879,13.6202,12.8496,13.1045,13.1243,13.1411,13.1707,13.2194,13.2400,13.2838,13.3366,13.4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,7.7130,6.3964,4.5349,3.1940,3.1278,3.2763,3.2209,2.5817,3.2353,4.0263,5.0729,5.7434,7.2000,9.1075,12.4258,11.9142,11.0461,10.5846,12.5147,13.3935,14.4288,13.0463,10.8885,10.8882,11.4682,11.9489,12.1053,12.2379,12.3657,12.4930,12.6298,12.7598,12.8976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,1.8010,1.9016,1.9970,1.8776,1.8931,1.9099,2.0283,2.3414,2.3444,2.5452,2.6055,2.6984,2.7387,2.7380,2.6412,2.8244,4.3698,4.7277,4.9317,5.0479,5.5566,6.7401,7.5407,7.8637,7.8914,8.6195,9.2516,8.6778,7.6769,9.5120,9.9187,10.8546,11.2315,9.8902,8.7425,11.2294,12.0066,11.7927,11.6759,12.3840,13.5597,14.5224,14.5212,14.7980,15.3930,15.6614,15.6807,15.8450,16.1227,16.4783,16.8336,17.0474,17.2953,17.4095,17.5914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,,,,,,,,,,,,,,11.4288,12.2697,14.2532,14.8170,16.4807,16.6780,16.7937,18.6334,22.1736,25.4851,28.6189,29.6524,29.9393,29.5416,29.1917,28.9242,29.1242,27.7709,28.6746,30.6268,30.7709,32.3696,33.3597,34.7548,34.9760,33.9931,36.0092,39.4106,39.9275,40.2623,40.7200,40.8453,41.0854,42.6774,44.0990,44.7434,45.1638,45.5707,46.0245,46.4845,46.9431,47.4415,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,0.0166,0.0161,3.3861,3.4803,3.6562,3.8504,4.0059,4.1801,4.4254,4.7128,5.0187,5.3875,5.4767,5.5546,5.7849,6.8670,7.3236,7.2185,7.2356,6.8774,8.2342,9.3814,9.6201,10.9818,11.7380,12.8801,12.6222,14.3118,15.9281,16.8079,17.6048,18.5279,19.8833,21.3403,21.5421,22.9744,23.2589,23.3571,23.8122,24.1270,24.5155,24.9922,25.2768,24.8986,24.9312,25.3261,25.5989,25.9648,26.2951,26.6133,26.8866,27.1450,27.4181,27.7138,28.0340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,1.4934,1.5373,1.5513,1.6071,1.6683,1.7396,1.7458,1.8057,1.7979,1.7826,1.6943,1.8353,1.7192,1.7100,1.7655,1.8589,1.6662,1.6731,1.6066,1.8930,1.1968,1.2867,1.4391,1.4801,1.3716,1.4395,1.7490,1.6044,1.6882,1.4665,1.5556,1.4612,1.4905,1.5203,1.5509,1.5820,1.6134,1.6452,1.6778,1.7109,1.7447,1.7791,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Zealand",4.9936,5.2091,6.0056,6.4746,8.6763,7.7065,8.7745,8.7356,8.7172,8.9801,8.9477,9.7302,9.9337,9.0290,12.4800,12.9225,12.3015,13.0236,13.9942,15.4486,14.5804,14.8880,15.2983,16.8370,18.3029,22.2671,21.5607,20.9021,22.6568,23.1971,24.5607,26.4663,28.7111,31.0883,32.6426,34.6637,33.0899,31.2191,31.2120,29.3821,29.9569,30.7250,33.9968,34.4051,36.2925,36.3967,36.1494,36.2646,35.8092,35.6559,35.5595,35.2608,35.1928,35.0267,35.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,,,1.6225,1.4670,1.4369,1.4408,1.5129,1.5524,1.5973,1.6024,1.4803,1.4172,1.4077,1.3984,1.3716,1.3457,1.3206,1.2954,1.2778,1.1745,1.3793,1.4505,1.3380,1.3653,1.3791,1.4252,1.4546,1.5146,1.5491,1.5759,1.6079,1.5116,1.4497,1.4020,1.3852,1.3693,1.3533,1.3386,1.3241,1.3089,1.2948,1.2817,1.2681,1.2547,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OECD - Total",,,,,,,,,,,,,,,,,,,,,17.7508,18.1169,18.9916,19.3849,20.0381,20.3690,20.8686,21.2141,21.7400,22.5098,23.1476,23.8623,24.8395,24.8723,24.9947,25.7974,25.6476,25.9856,26.6685,26.7290,26.8391,27.3719,27.0985,27.0396,27.5317,27.9269,28.4076,28.8793,29.1250,29.2515,29.5207,29.7421,29.9118,30.1030,30.3085,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,,,0.7526,0.8279,0.9635,1.1460,1.1807,1.3237,1.4319,1.2730,1.1933,1.2992,1.9693,2.1415,2.1710,2.4333,2.5799,1.8525,1.9704,2.0005,2.0610,2.1152,2.1787,2.1752,2.1688,2.8314,3.0006,3.1918,3.4219,3.6183,3.8561,4.1237,4.1313,4.2014,4.2586,4.3311,4.4102,4.4751,4.5325,4.6103,4.6886,4.7584,4.8355,4.9169,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,,,,,,3.9726,3.9823,3.9893,4.9247,5.0591,5.1751,5.2127,5.1192,3.7558,3.9692,4.2469,5.7870,6.1924,6.1782,6.4201,6.5256,7.0477,5.7388,6.1521,5.8308,6.0325,6.5375,6.4113,6.8150,4.4708,5.3535,5.1458,4.9111,5.4443,5.4952,5.4554,5.3849,5.3577,5.6134,5.8084,5.8234,5.8277,5.8358,5.8484,5.8553,5.8539,5.8492,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,,,,,,,,,,,,,,9.7383,8.3752,9.0903,10.6522,12.2797,12.5068,8.4755,10.0691,11.7086,12.5444,11.6732,11.9955,13.1447,14.1380,15.6884,16.5184,17.3460,18.6891,19.2920,20.3071,19.0146,18.7630,21.0587,22.5348,24.2173,27.2595,29.8068,31.3188,32.7232,35.0714,35.8810,36.2683,36.6920,37.1591,37.6189,38.0977,38.5551,39.0505,39.5936,40.1483,40.7107,41.2875,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,,,,,,,,,,,,,,4.8413,3.0751,3.0822,3.1321,3.2070,3.0613,3.2125,3.4372,3.9818,4.1642,4.8158,4.9322,5.3104,5.8832,6.2707,6.1336,6.3487,6.5311,6.9464,7.2662,7.2359,7.3645,7.2131,7.2585,8.0960,8.6643,8.7984,9.3950,9.6840,9.8761,10.0235,10.4511,10.6118,10.7663,10.8626,10.9288,11.0262,11.1210,11.2024,11.2760,11.3294,11.3734,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,8.7766,8.6096,10.1857,9.9497,8.4500,10.5406,9.1094,5.9086,8.7362,12.9993,14.0731,13.9247,14.1221,16.7370,17.8823,19.7885,21.0627,21.6488,21.5390,22.4846,25.6517,26.8029,26.5748,27.9773,28.2922,28.3127,28.4398,28.7103,29.0662,29.3654,29.6990,29.9967,30.3361,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saudi Arabia",,,,,,,,,,,,,,26.0585,20.8068,21.6766,25.4379,26.6508,26.5775,24.3358,25.8033,27.6017,24.1439,22.3166,20.8939,26.8166,25.6197,28.5164,31.9828,34.9984,37.6560,39.6206,34.7942,33.9112,30.6385,34.8004,32.8503,34.0596,35.9525,38.7753,39.9458,42.4379,42.3870,44.7651,43.5047,43.4681,43.5423,44.2018,44.5484,44.7746,44.9407,45.1452,45.3659,45.5421,45.6820,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Africa",,,,,,,,,,,,,,8.0164,8.1301,8.5355,8.9245,9.3238,9.4605,9.4133,13.2996,12.2644,12.1884,12.1412,13.6441,15.0697,14.8097,16.0143,14.6472,15.9298,17.6535,18.5659,19.2315,19.7545,20.1340,21.2511,22.7792,24.9325,27.1905,27.7764,29.5295,31.0293,31.7472,31.3626,30.7729,31.3821,31.8432,32.4416,33.0993,33.7724,34.4550,35.1936,35.9577,36.7129,37.4819,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sub-Saharan Africa",,,,,,,,,,,,,,1.4901,1.4115,1.4754,1.5266,1.5672,1.5982,1.6841,1.5598,1.5290,1.5635,1.3542,1.3367,1.3553,1.3283,1.3928,1.4022,1.4137,1.5197,1.6318,1.7245,1.7700,1.8252,1.8159,1.7843,1.9222,2.0442,2.0769,2.4171,2.5565,2.5858,2.5442,2.5738,2.6170,2.6726,2.7271,2.7772,2.8242,2.8749,2.9279,2.9830,3.0374,3.0922,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,0.7895,0.7644,0.7612,0.7591,0.7579,0.7372,0.7382,0.7381,0.7434,0.7430,0.7359,0.7259,0.7342,0.7651,0.6971,0.6758,0.6710,0.6654,0.6720,0.6554,0.6826,0.8458,0.6825,0.5410,0.5690,0.5657,0.5737,0.7662,0.8222,0.9035,0.9259,0.9437,0.9341,0.9722,0.9992,1.0054,1.0206,1.0268,1.0283,1.0403,1.0496,1.0706,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,0.7714,0.7383,0.7338,0.7433,0.7728,0.7961,0.8591,0.8702,0.9757,0.9758,1.1001,0.9446,1.0345,0.9350,1.0076,1.0675,1.0916,1.1120,1.1196,1.1217,1.1906,1.2613,1.2443,1.1940,1.0818,1.1827,1.1008,1.1037,1.0939,1.0667,1.0470,1.0360,1.0826,1.1001,1.1191,1.1367,1.1558,1.1791,1.2066,1.2287,1.2433,1.2560,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,7.5101,6.8848,7.2398,7.2676,7.3801,7.7342,8.0496,8.1521,10.7690,12.9692,13.3093,12.2557,12.1214,12.6695,12.2818,13.0069,11.4027,11.1871,11.8101,11.3764,9.3558,8.0890,9.4336,9.0449,10.1220,8.4723,8.4580,8.5348,8.5618,7.6474,7.6610,7.8565,7.8967,8.2941,8.6259,8.7778,8.9326,9.0743,9.2130,9.3360,9.4427,9.5528,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,,,,,,,,,,,,,,4.5720,5.1198,5.0085,5.4477,5.9401,6.3881,6.4511,6.7571,6.6397,6.9420,7.1229,7.2900,7.5381,6.3217,6.9342,7.1380,8.5516,9.1742,8.3733,9.3487,11.4959,11.3797,11.7752,11.4384,13.0523,12.7764,14.7361,16.0389,16.6872,16.9606,16.4309,16.1481,16.0925,16.7212,17.3568,17.6120,17.7971,17.9995,18.2227,18.4243,18.6348,18.8555,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,8.5056,6.2085,4.5350,4.0448,5.3464,4.2169,4.4229,5.1850,3.9234,5.5573,6.7311,7.7023,12.2572,11.9679,14.0120,15.6403,19.8205,20.3562,20.5829,19.3762,21.4842,22.1159,23.3721,23.9843,24.4413,25.0246,25.6408,26.4568,27.1093,27.7924,28.5234,29.2878,30.0767,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United States",18.9814,19.1720,20.0123,19.0926,19.1626,18.7194,20.1982,20.4707,21.3304,22.9612,23.4545,24.3473,24.7616,25.3458,26.0678,26.9662,28.1618,30.3553,31.4292,33.2630,34.7426,36.1638,37.5484,38.1934,38.7822,38.6355,39.3832,39.6274,39.9372,42.3630,42.7894,42.7894,44.7951,45.1541,46.1167,46.7844,47.0251,46.2801,46.1293,44.0650,45.0645,46.0280,44.0366,43.8248,44.4867,45.4828,45.9735,46.8647,47.2657,47.5858,48.1637,48.4781,48.6871,49.0028,49.2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,,,,,,,,,,,,,,5.2797,5.4362,5.2768,5.4589,5.7154,6.7303,7.0440,6.8156,7.4991,7.7306,9.6125,9.5670,10.6725,10.9758,11.0175,13.7741,15.4048,15.2320,14.6691,12.0036,8.4262,11.1766,14.0234,15.8915,13.1380,18.7956,17.6338,16.4614,19.6852,19.5166,21.4377,21.3717,21.5332,22.3442,23.0318,23.2226,23.3823,23.5403,23.7368,23.9230,24.0893,24.2601,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
